transaction_id,product_ids
TXN81911,"P1200,P1181,P1432"
TXN81912,"P1004,P1076,P1232,P1360"
TXN81913,"P1100,P1093,P1081,P1478"
TXN81914,"P1050,P1083,P1107,P1330"
TXN81915,"P1100,P1094,P1081"
TXN81916,"P1020,P1014,P1033,P1180"
TXN81917,"P1245,P1022,P1033"
TXN81918,"P1051,P1085,P1099,P1083"
TXN81919,"P1257,P1029"
TXN81920,"P1299,P1338,P1059"
TXN81921,"P1055,P1087,P1099,P1066"
TXN81922,"P1056,P1079,P1105,P1075"
TXN81923,"P1007,P1076,P1231"
TXN81924,"P1054,P1497,P1069"
TXN81925,"P1243,P1026,P1039"
TXN81926,"P1198,P1173,P1353"
TXN81927,"P1296,P1331"
TXN81928,"P1163,P1013,P1184"
TXN81929,"P1166,P1006"
TXN81930,"P1252,P1025,P1047"
TXN81931,"P1112,P1092,P1087"
TXN81932,"P1219,P1215,P1186"
TXN81933,"P1058,P1079,P1111,P1259"
TXN81934,"P1002,P1071,P1236,P1256"
TXN81935,"P1106,P1098,P1082,P1113"
TXN81936,"P1500,P1081,P1114"
TXN81937,"P1344,P1490,P1373"
TXN81938,"P1104,P1098,P1080"
TXN81939,"P1055,P1062,P1074,P1053"
TXN81940,"P1352,P1356"
TXN81941,"P1245,P1030,P1046,P1383"
TXN81942,"P1205,P1176,P1145"
TXN81943,"P1296,P1332"
TXN81944,"P1054,P1082,P1114"
TXN81945,"P1299,P1334,P1307,P1371"
TXN81946,"P1275,P1030,P1042"
TXN81947,"P1243,P1030,P1048,P1304"
TXN81948,"P1099,P1091,P1079"
TXN81949,"P1203,P1171,P1088"
TXN81950,"P1104,P1098,P1079,P1136"
TXN81951,"P1244,P1028,P1042"
TXN81952,"P1346,P1356,P1379"
TXN81953,"P1053,P1087,P1100,P1185"
TXN81954,"P1296,P1334"
TXN81955,"P1052,P1082,P1105"
TXN81956,"P1197,P1171,P1138"
TXN81957,"P1164,P1003,P1037"
TXN81958,"P1164,P1011,P1279"
TXN81959,"P1102,P1098,P1082,P1271"
TXN81960,"P1054,P1079,P1106,P1332"
TXN81961,"P1254,P1023,P1039,P1198"
TXN81962,"P1296,P1332,P1314"
TXN81963,"P1249,P1022,P1046"
TXN81964,"P1161,P1001"
TXN81965,"P1167,P1001,P1288"
TXN81966,"P1278,P1024,P1036,P1107"
TXN81967,"P1053,P1080,P1104"
TXN81968,"P1452,P1226"
TXN81969,"P1054,P1088,P1111,P1264"
TXN81970,"P1204,P1180,P1100"
TXN81971,"P1050,P1061,P1072"
TXN81972,"P1202,P1177,P1160"
TXN81973,"P1056,P1066,P1073,P1299"
TXN81974,"P1245,P1019,P1033,P1312"
TXN81975,"P1168,P1009"
TXN81976,"P1293,P1329"
TXN81977,"P1056,P1084,P1102"
TXN81978,"P1005,P1071,P1237,P1373"
TXN81979,"P1500,P1082,P1102,P1414"
TXN81980,"P1106,P1095,P1081"
TXN81981,"P1030,P1009,P1048"
TXN81982,"P1301,P1327,P1447"
TXN81983,"P1199,P1177,P1081"
TXN81984,"P1278,P1017,P1046,P1096"
TXN81985,"P1052,P1059,P1069,P1139"
TXN81986,"P1054,P1061,P1073"
TXN81987,"P1018,P1007,P1038"
TXN81988,"P1004,P1070,P1236,P1188"
TXN81989,"P1302,P1323"
TXN81990,"P1301,P1326,P1222"
TXN81991,"P1500,P1061,P1070"
TXN81992,"P1294,P1332,P1314,P1057"
TXN81993,"P1353,P1370"
TXN81994,"P1305,P1327,P1315"
TXN81995,"P1305,P1327"
TXN81996,"P1054,P1083,P1103,P1117"
TXN81997,"P1057,P1087,P1106"
TXN81998,"P1347,P1365,P1492"
TXN81999,"P1486,P1208,P1192,P1158"
TXN82000,"P1291,P1332"
TXN82001,"P1495,P1179"
TXN82002,"P1274,P1032,P1034"
TXN82003,"P1352,P1370,P1383"
TXN82004,"P1023,P1007,P1040"
TXN82005,"P1245,P1030,P1044"
TXN82006,"P1294,P1334,P1308"
TXN82007,"P1051,P1084,P1113,P1476"
TXN82008,"P1201,P1175,P1057"
TXN82009,"P1054,P1087,P1110,P1488"
TXN82010,"P1052,P1067,P1071"
TXN82011,"P1248,P1030,P1048"
TXN82012,"P1343,P1367"
TXN82013,"P1495,P1173"
TXN82014,"P1049,P1067,P1073,P1338"
TXN82015,"P1295,P1328,P1300"
TXN82016,"P1052,P1084,P1110,P1078"
TXN82017,"P1055,P1081,P1104"
TXN82018,"P1257,P1022,P1279"
TXN82019,"P1050,P1067,P1071"
TXN82020,"P1054,P1085,P1104,P1250"
TXN82021,"P1104,P1097,P1085"
TXN82022,"P1052,P1088,P1107"
TXN82023,"P1269,P1017,P1035"
TXN82024,"P1245,P1022,P1040"
TXN82025,"P1299,P1325"
TXN82026,"P1010,P1078,P1240"
TXN82027,"P1104,P1098,P1079,P1014"
TXN82028,"P1111,P1091,P1086"
TXN82029,"P1292,P1327,P1320,P1323"
TXN82030,"P1053,P1084,P1100"
TXN82031,"P1168,P1012,P1361"
TXN82032,"P1296,P1325,P1322,P1241"
TXN82033,"P1002,P1069,P1242"
TXN82034,"P1106,P1098,P1080"
TXN82035,"P1049,P1080,P1106"
TXN82036,"P1106,P1094,P1082,P1472"
TXN82037,"P1295,P1328,P1250"
TXN82038,"P1050,P1080,P1106,P1307"
TXN82039,"P1500,P1079,P1112,P1494"
TXN82040,"P1161,P1015"
TXN82041,"P1306,P1324"
TXN82042,"P1109,P1095,P1083,P1326"
TXN82043,"P1014,P1069,P1238"
TXN82044,"P1055,P1061,P1075"
TXN82045,"P1247,P1023,P1499,P1279"
TXN82046,"P1339,P1365,P1190"
TXN82047,"P1344,P1361,P1379,P1357"
TXN82048,"P1353,P1368"
TXN82049,"P1205,P1173"
TXN82050,"P1298,P1326,P1313"
TXN82051,"P1052,P1065,P1070,P1009"
TXN82052,"P1053,P1080,P1112"
TXN82053,"P1460,P1221,P1170"
TXN82054,"P1294,P1335,P1318,P1223"
TXN82055,"P1004,P1072,P1238,P1154"
TXN82056,"P1306,P1335,P1496"
TXN82057,"P1350,P1370,P1384"
TXN82058,"P1100,P1095,P1082"
TXN82059,"P1107,P1098,P1083"
TXN82060,"P1197,P1180,P1041"
TXN82061,"P1055,P1080,P1114"
TXN82062,"P1054,P1084,P1102"
TXN82063,"P1057,P1087,P1113"
TXN82064,"P1291,P1325,P1322"
TXN82065,"P1105,P1091,P1083"
TXN82066,"P1006,P1069,P1233"
TXN82067,"P1348,P1490,P1378,P1380"
TXN82068,"P1053,P1083,P1101"
TXN82069,"P1250,P1022,P1040"
TXN82070,"P1299,P1334"
TXN82071,"P1014,P1074,P1234"
TXN82072,"P1489,P1335,P1315,P1371"
TXN82073,"P1456,P1224"
TXN82074,"P1053,P1067,P1074"
TXN82075,"P1458,P1225"
TXN82076,"P1269,P1030,P1034"
TXN82077,"P1347,P1369,P1376"
TXN82078,"P1105,P1097,P1085,P1220"
TXN82079,"P1484,P1059,P1069"
TXN82080,"P1058,P1064,P1072,P1445"
TXN82081,"P1253,P1027,P1048"
TXN82082,"P1107,P1091,P1080,P1331"
TXN82083,"P1222,P1212,P1192"
TXN82084,"P1228,P1207,P1183"
TXN82085,"P1058,P1082,P1114"
TXN82086,"P1493,P1325,P1315"
TXN82087,"P1352,P1356"
TXN82088,"P1053,P1086,P1112,P1083"
TXN82089,"P1298,P1337"
TXN82090,"P1057,P1087,P1107"
TXN82091,"P1053,P1062,P1076,P1055"
TXN82092,"P1170,P1013,P1077"
TXN82093,"P1113,P1094,P1085"
TXN82094,"P1025,P1014,P1047"
TXN82095,"P1161,P1013,P1189"
TXN82096,"P1101,P1094,P1083"
TXN82097,"P1206,P1172,P1462"
TXN82098,"P1100,P1089,P1081"
TXN82099,"P1250,P1032,P1038,P1089"
TXN82100,"P1486,P1215,P1187"
TXN82101,"P1164,P1002,P1399"
TXN82102,"P1451,P1223,P1200"
TXN82103,"P1261,P1030"
TXN82104,"P1292,P1333,P1040"
TXN82105,"P1206,P1174,P1379"
TXN82106,"P1249,P1494,P1040,P1171"
TXN82107,"P1303,P1338,P1321"
TXN82108,"P1253,P1023,P1033"
TXN82109,"P1303,P1338,P1097"
TXN82110,"P1295,P1328,P1312"
TXN82111,"P1201,P1177"
TXN82112,"P1306,P1331"
TXN82113,"P1244,P1017,P1499,P1485"
TXN82114,"P1205,P1179"
TXN82115,"P1165,P1011,P1179"
TXN82116,"P1461,P1229"
TXN82117,"P1252,P1018,P1045,P1409"
TXN82118,"P1304,P1329,P1316"
TXN82119,"P1169,P1006,P1450"
TXN82120,"P1055,P1079,P1109"
TXN82121,"P1484,P1084,P1099"
TXN82122,"P1169,P1010"
TXN82123,"P1168,P1005"
TXN82124,"P1455,P1220,P1388"
TXN82125,"P1347,P1490"
TXN82126,"P1112,P1090,P1087"
TXN82127,"P1249,P1031,P1033,P1351"
TXN82128,"P1198,P1173"
TXN82129,"P1049,P1080,P1111"
TXN82130,"P1051,P1088,P1099,P1409"
TXN82131,"P1022,P1003,P1038,P1422"
TXN82132,"P1493,P1327,P1349"
TXN82133,"P1052,P1062,P1076"
TXN82134,"P1268,P1031,P1033"
TXN82135,"P1057,P1085,P1108"
TXN82136,"P1204,P1175"
TXN82137,"P1221,P1213,P1192"
TXN82138,"P1300,P1328"
TXN82139,"P1195,P1174,P1474"
TXN82140,"P1101,P1092,P1084"
TXN82141,"P1300,P1323,P1310,P1236"
TXN82142,"P1276,P1030,P1047,P1029"
TXN82143,"P1252,P1022,P1035"
TXN82144,"P1204,P1176,P1481"
TXN82145,"P1023,P1001,P1044,P1216"
TXN82146,"P1275,P1022,P1041"
TXN82147,"P1346,P1490,P1485"
TXN82148,"P1347,P1362"
TXN82149,"P1049,P1081,P1101,P1390"
TXN82150,"P1112,P1096,P1087,P1013"
TXN82151,"P1253,P1029,P1041"
TXN82152,"P1277,P1024,P1036"
TXN82153,"P1011,P1077,P1240"
TXN82154,"P1495,P1171,P1085"
TXN82155,"P1169,P1009"
TXN82156,"P1486,P1216,P1194"
TXN82157,"P1484,P1081,P1101,P1267"
TXN82158,"P1345,P1369"
TXN82159,"P1100,P1090,P1086,P1058"
TXN82160,"P1051,P1085,P1108,P1047"
TXN82161,"P1100,P1092,P1079,P1436"
TXN82162,"P1057,P1497,P1070"
TXN82163,"P1262,P1022,P1327"
TXN82164,"P1057,P1081,P1112,P1157"
TXN82165,"P1053,P1083,P1109,P1017"
TXN82166,"P1250,P1021,P1499,P1445"
TXN82167,"P1296,P1337,P1315,P1070"
TXN82168,"P1225,P1215,P1183"
TXN82169,"P1304,P1326,P1319"
TXN82170,"P1050,P1081,P1114"
TXN82171,"P1273,P1029,P1037,P1002"
TXN82172,"P1203,P1173"
TXN82173,"P1267,P1024,P1036,P1388"
TXN82174,"P1484,P1081,P1112"
TXN82175,"P1052,P1083,P1107,P1222"
TXN82176,"P1054,P1068,P1075"
TXN82177,"P1344,P1363,P1275"
TXN82178,"P1484,P1086,P1099,P1071"
TXN82179,"P1291,P1332,P1311"
TXN82180,"P1053,P1061,P1074,P1177"
TXN82181,"P1017,P1003,P1037,P1190"
TXN82182,"P1302,P1330"
TXN82183,"P1195,P1173"
TXN82184,"P1493,P1331"
TXN82185,"P1228,P1214,P1189,P1052"
TXN82186,"P1204,P1177,P1371"
TXN82187,"P1245,P1026,P1040"
TXN82188,"P1249,P1027,P1037"
TXN82189,"P1300,P1324,P1284"
TXN82190,"P1346,P1368,P1379,P1437"
TXN82191,"P1493,P1337,P1318,P1229"
TXN82192,"P1195,P1174,P1331"
TXN82193,"P1057,P1067,P1071"
TXN82194,"P1004,P1074,P1242"
TXN82195,"P1031,P1016,P1040"
TXN82196,"P1057,P1084,P1107"
TXN82197,"P1029,P1014,P1037,P1161"
TXN82198,"P1052,P1085,P1100"
TXN82199,"P1055,P1085,P1113"
TXN82200,"P1228,P1216,P1191,P1348"
TXN82201,"P1058,P1080,P1103"
TXN82202,"P1110,P1098,P1083"
TXN82203,"P1058,P1066,P1071"
TXN82204,"P1245,P1018,P1041"
TXN82205,"P1344,P1483,P1383"
TXN82206,"P1051,P1081,P1112"
TXN82207,"P1276,P1021,P1033,P1320"
TXN82208,"P1225,P1208,P1190,P1344"
TXN82209,"P1052,P1064,P1075,P1122"
TXN82210,"P1297,P1333,P1415"
TXN82211,"P1057,P1067,P1076"
TXN82212,"P1354,P1369"
TXN82213,"P1058,P1081,P1110"
TXN82214,"P1495,P1177"
TXN82215,"P1099,P1093,P1080,P1199"
TXN82216,"P1489,P1328,P1308"
TXN82217,"P1107,P1098,P1082"
TXN82218,"P1454,P1224"
TXN82219,"P1222,P1216,P1191"
TXN82220,"P1230,P1210,P1192"
TXN82221,"P1050,P1081,P1103"
TXN82222,"P1303,P1323,P1307"
TXN82223,"P1243,P1019,P1042"
TXN82224,"P1108,P1089,P1086"
TXN82225,"P1273,P1021,P1035,P1254"
TXN82226,"P1346,P1356,P1380"
TXN82227,"P1254,P1019,P1039"
TXN82228,"P1053,P1060,P1069"
TXN82229,"P1297,P1338,P1317,P1130"
TXN82230,"P1295,P1324,P1480"
TXN82231,"P1253,P1027,P1045"
TXN82232,"P1271,P1022,P1037"
TXN82233,"P1199,P1171,P1276"
TXN82234,"P1455,P1219"
TXN82235,"P1057,P1081,P1106,P1270"
TXN82236,"P1451,P1228,P1432"
TXN82237,"P1055,P1068,P1070"
TXN82238,"P1168,P1009"
TXN82239,"P1493,P1335,P1100"
TXN82240,"P1110,P1095,P1087,P1099"
TXN82241,"P1453,P1226,P1298"
TXN82242,"P1253,P1017,P1047"
TXN82243,"P1058,P1085,P1112,P1087"
TXN82244,"P1165,P1011"
TXN82245,"P1354,P1359"
TXN82246,"P1169,P1010,P1010"
TXN82247,"P1106,P1093,P1086"
TXN82248,"P1247,P1020,P1038,P1258"
TXN82249,"P1341,P1361,P1413"
TXN82250,"P1055,P1080,P1099"
TXN82251,"P1219,P1214,P1190,P1425"
TXN82252,"P1344,P1357,P1386,P1279"
TXN82253,"P1246,P1030,P1035"
TXN82254,"P1344,P1356,P1375"
TXN82255,"P1278,P1027,P1035,P1167"
TXN82256,"P1202,P1174,P1178"
TXN82257,"P1195,P1174"
TXN82258,"P1108,P1091,P1083"
TXN82259,"P1199,P1175,P1380"
TXN82260,"P1057,P1088,P1099,P1226"
TXN82261,"P1352,P1355,P1385,P1480"
TXN82262,"P1103,P1092,P1084"
TXN82263,"P1293,P1323,P1322"
TXN82264,"P1304,P1333"
TXN82265,"P1101,P1098,P1080,P1404"
TXN82266,"P1500,P1087,P1110"
TXN82267,"P1244,P1032,P1040,P1142"
TXN82268,"P1003,P1073,P1236"
TXN82269,"P1165,P1007"
TXN82270,"P1053,P1079,P1101"
TXN82271,"P1227,P1212,P1191"
TXN82272,"P1049,P1084,P1110"
TXN82273,"P1227,P1218,P1184"
TXN82274,"P1500,P1080,P1109,P1379"
TXN82275,"P1223,P1218,P1192,P1334"
TXN82276,"P1270,P1020,P1045"
TXN82277,"P1049,P1497,P1076"
TXN82278,"P1056,P1059,P1069"
TXN82279,"P1300,P1323,P1314"
TXN82280,"P1339,P1364,P1381,P1244"
TXN82281,"P1203,P1175"
TXN82282,"P1017,P1008,P1037,P1148"
TXN82283,"P1495,P1179,P1023"
TXN82284,"P1168,P1013"
TXN82285,"P1055,P1061,P1069"
TXN82286,"P1052,P1087,P1110,P1479"
TXN82287,"P1299,P1323,P1492"
TXN82288,"P1017,P1005,P1045"
TXN82289,"P1164,P1006"
TXN82290,"P1276,P1027,P1035"
TXN82291,"P1165,P1010"
TXN82292,"P1500,P1085,P1105"
TXN82293,"P1162,P1008"
TXN82294,"P1272,P1030,P1037"
TXN82295,"P1052,P1079,P1105"
TXN82296,"P1353,P1364,P1379"
TXN82297,"P1099,P1097,P1087"
TXN82298,"P1340,P1368,P1386"
TXN82299,"P1002,P1077,P1242"
TXN82300,"P1354,P1356,P1376,P1036"
TXN82301,"P1058,P1088,P1101"
TXN82302,"P1203,P1182,P1234"
TXN82303,"P1050,P1060,P1072,P1127"
TXN82304,"P1351,P1358,P1084"
TXN82305,"P1493,P1331,P1317"
TXN82306,"P1227,P1207,P1188,P1143"
TXN82307,"P1052,P1081,P1102"
TXN82308,"P1196,P1180,P1324"
TXN82309,"P1108,P1096,P1081"
TXN82310,"P1343,P1355"
TXN82311,"P1224,P1210,P1192"
TXN82312,"P1306,P1323"
TXN82313,"P1274,P1032,P1041,P1299"
TXN82314,"P1053,P1066,P1069"
TXN82315,"P1021,P1007,P1035,P1373"
TXN82316,"P1108,P1095,P1080,P1278"
TXN82317,"P1052,P1068,P1073"
TXN82318,"P1225,P1214,P1189"
TXN82319,"P1030,P1005,P1046,P1150"
TXN82320,"P1301,P1335,P1012"
TXN82321,"P1222,P1207,P1185"
TXN82322,"P1029,P1003,P1042"
TXN82323,"P1159,P1005"
TXN82324,"P1272,P1032,P1047,P1007"
TXN82325,"P1225,P1215,P1189"
TXN82326,"P1018,P1011,P1034,P1330"
TXN82327,"P1002,P1075,P1237"
TXN82328,"P1198,P1177,P1012"
TXN82329,"P1049,P1081,P1101,P1363"
TXN82330,"P1049,P1088,P1102,P1007"
TXN82331,"P1452,P1228,P1091"
TXN82332,"P1292,P1330,P1021"
TXN82333,"P1054,P1081,P1099,P1212"
TXN82334,"P1161,P1007,P1398"
TXN82335,"P1058,P1086,P1110,P1184"
TXN82336,"P1058,P1081,P1111,P1034"
TXN82337,"P1058,P1067,P1075"
TXN82338,"P1452,P1221"
TXN82339,"P1305,P1334,P1428"
TXN82340,"P1277,P1027,P1041,P1229"
TXN82341,"P1168,P1005"
TXN82342,"P1267,P1027,P1042"
TXN82343,"P1500,P1067,P1078"
TXN82344,"P1053,P1083,P1109"
TXN82345,"P1106,P1097,P1080,P1097"
TXN82346,"P1099,P1097,P1080"
TXN82347,"P1013,P1074,P1241,P1287"
TXN82348,"P1270,P1026,P1042"
TXN82349,"P1301,P1335,P1319"
TXN82350,"P1104,P1091,P1088"
TXN82351,"P1110,P1091,P1080"
TXN82352,"P1056,P1088,P1114"
TXN82353,"P1002,P1074,P1242"
TXN82354,"P1055,P1085,P1099,P1495"
TXN82355,"P1014,P1070,P1237"
TXN82356,"P1295,P1332,P1320,P1031"
TXN82357,"P1267,P1026,P1047"
TXN82358,"P1103,P1095,P1085"
TXN82359,"P1195,P1173,P1164"
TXN82360,"P1019,P1012,P1499"
TXN82361,"P1224,P1207,P1184"
TXN82362,"P1054,P1062,P1069"
TXN82363,"P1050,P1086,P1106,P1075"
TXN82364,"P1114,P1090,P1084"
TXN82365,"P1055,P1079,P1110"
TXN82366,"P1057,P1086,P1100,P1295"
TXN82367,"P1245,P1025,P1042"
TXN82368,"P1003,P1072,P1234"
TXN82369,"P1264,P1027"
TXN82370,"P1300,P1337,P1315"
TXN82371,"P1159,P1013,P1218"
TXN82372,"P1206,P1176"
TXN82373,"P1105,P1090,P1084"
TXN82374,"P1305,P1324,P1317"
TXN82375,"P1465,P1220"
TXN82376,"P1101,P1097,P1088"
TXN82377,"P1057,P1065,P1075"
TXN82378,"P1460,P1230,P1329"
TXN82379,"P1304,P1333,P1319,P1097"
TXN82380,"P1052,P1082,P1109"
TXN82381,"P1206,P1180"
TXN82382,"P1466,P1223,P1399"
TXN82383,"P1057,P1079,P1110"
TXN82384,"P1169,P1015,P1051"
TXN82385,"P1298,P1338,P1405"
TXN82386,"P1203,P1175,P1195"
TXN82387,"P1342,P1360,P1376,P1028"
TXN82388,"P1304,P1338,P1314,P1174"
TXN82389,"P1051,P1088,P1114"
TXN82390,"P1105,P1091,P1082"
TXN82391,"P1276,P1029,P1042"
TXN82392,"P1271,P1018,P1038,P1109"
TXN82393,"P1246,P1022,P1045"
TXN82394,"P1056,P1065,P1078"
TXN82395,"P1104,P1093,P1081"
TXN82396,"P1056,P1086,P1106"
TXN82397,"P1456,P1222,P1477"
TXN82398,"P1169,P1005"
TXN82399,"P1340,P1359,P1378"
TXN82400,"P1484,P1061,P1069"
TXN82401,"P1058,P1080,P1107,P1003"
TXN82402,"P1201,P1180,P1162"
TXN82403,"P1051,P1087,P1107"
TXN82404,"P1300,P1327,P1313"
TXN82405,"P1460,P1226"
TXN82406,"P1484,P1080,P1103"
TXN82407,"P1451,P1486"
TXN82408,"P1265,P1032"
TXN82409,"P1200,P1176,P1074"
TXN82410,"P1199,P1182"
TXN82411,"P1461,P1221"
TXN82412,"P1273,P1018,P1047"
TXN82413,"P1054,P1085,P1101"
TXN82414,"P1246,P1024,P1036,P1017"
TXN82415,"P1500,P1065,P1073,P1198"
TXN82416,"P1484,P1081,P1104"
TXN82417,"P1055,P1081,P1103"
TXN82418,"P1016,P1076,P1238,P1393"
TXN82419,"P1052,P1060,P1075,P1436"
TXN82420,"P1165,P1013,P1254"
TXN82421,"P1056,P1079,P1113,P1007"
TXN82422,"P1110,P1089,P1082,P1308"
TXN82423,"P1224,P1216,P1188"
TXN82424,"P1221,P1216,P1191,P1245"
TXN82425,"P1348,P1357"
TXN82426,"P1100,P1096,P1083,P1051"
TXN82427,"P1056,P1063,P1069,P1370"
TXN82428,"P1012,P1077,P1233"
TXN82429,"P1030,P1015,P1046"
TXN82430,"P1051,P1084,P1099"
TXN82431,"P1055,P1081,P1099"
TXN82432,"P1195,P1174,P1329"
TXN82433,"P1057,P1084,P1111"
TXN82434,"P1163,P1014,P1063"
TXN82435,"P1168,P1015"
TXN82436,"P1347,P1365"
TXN82437,"P1204,P1178,P1172"
TXN82438,"P1489,P1329,P1322"
TXN82439,"P1500,P1088,P1107"
TXN82440,"P1341,P1363,P1485"
TXN82441,"P1352,P1356,P1260"
TXN82442,"P1243,P1026,P1039"
TXN82443,"P1343,P1368,P1384,P1234"
TXN82444,"P1051,P1081,P1106,P1213"
TXN82445,"P1050,P1061,P1070"
TXN82446,"P1296,P1325,P1310,P1276"
TXN82447,"P1108,P1097,P1084"
TXN82448,"P1052,P1083,P1099"
TXN82449,"P1219,P1218,P1184"
TXN82450,"P1022,P1015,P1046"
TXN82451,"P1254,P1022,P1037"
TXN82452,"P1052,P1068,P1077"
TXN82453,"P1206,P1175"
TXN82454,"P1354,P1364,P1376,P1141"
TXN82455,"P1261,P1031,P1450"
TXN82456,"P1244,P1494,P1499"
TXN82457,"P1103,P1091,P1082"
TXN82458,"P1202,P1179,P1482"
TXN82459,"P1340,P1365,P1492,P1232"
TXN82460,"P1201,P1179"
TXN82461,"P1255,P1029"
TXN82462,"P1293,P1329,P1315,P1303"
TXN82463,"P1199,P1178,P1475"
TXN82464,"P1351,P1355"
TXN82465,"P1484,P1084,P1112"
TXN82466,"P1253,P1031,P1041,P1313"
TXN82467,"P1493,P1330,P1015"
TXN82468,"P1051,P1082,P1111,P1089"
TXN82469,"P1002,P1078,P1233,P1341"
TXN82470,"P1303,P1335,P1311,P1004"
TXN82471,"P1352,P1365,P1382"
TXN82472,"P1054,P1066,P1077"
TXN82473,"P1014,P1073,P1236"
TXN82474,"P1306,P1335,P1260"
TXN82475,"P1054,P1066,P1074"
TXN82476,"P1342,P1360,P1379"
TXN82477,"P1354,P1368,P1379,P1001"
TXN82478,"P1002,P1075,P1239"
TXN82479,"P1353,P1365"
TXN82480,"P1057,P1085,P1103,P1241"
TXN82481,"P1243,P1028,P1035"
TXN82482,"P1055,P1085,P1110"
TXN82483,"P1199,P1176,P1081"
TXN82484,"P1104,P1093,P1083"
TXN82485,"P1009,P1070,P1239"
TXN82486,"P1058,P1068,P1076"
TXN82487,"P1348,P1355,P1375"
TXN82488,"P1052,P1082,P1112"
TXN82489,"P1167,P1014"
TXN82490,"P1017,P1008,P1043"
TXN82491,"P1016,P1069,P1242"
TXN82492,"P1293,P1337,P1307"
TXN82493,"P1008,P1075,P1234,P1042"
TXN82494,"P1025,P1005,P1039"
TXN82495,"P1057,P1085,P1100"
TXN82496,"P1104,P1089,P1084,P1057"
TXN82497,"P1493,P1330"
TXN82498,"P1267,P1025,P1035"
TXN82499,"P1023,P1009,P1033,P1357"
TXN82500,"P1306,P1338,P1322"
TXN82501,"P1051,P1083,P1109,P1123"
TXN82502,"P1196,P1174"
TXN82503,"P1302,P1335"
TXN82504,"P1107,P1097,P1079"
TXN82505,"P1026,P1011,P1034"
TXN82506,"P1113,P1092,P1084"
TXN82507,"P1249,P1032,P1042"
TXN82508,"P1057,P1059,P1078"
TXN82509,"P1027,P1016,P1040,P1217"
TXN82510,"P1219,P1212,P1192"
TXN82511,"P1253,P1018,P1037"
TXN82512,"P1484,P1065,P1069,P1139"
TXN82513,"P1271,P1021,P1034"
TXN82514,"P1346,P1357,P1382,P1455"
TXN82515,"P1200,P1179"
TXN82516,"P1347,P1355,P1385,P1163"
TXN82517,"P1051,P1079,P1106,P1088"
TXN82518,"P1113,P1096,P1086,P1239"
TXN82519,"P1352,P1369,P1382"
TXN82520,"P1110,P1090,P1083,P1067"
TXN82521,"P1201,P1182"
TXN82522,"P1009,P1077,P1242"
TXN82523,"P1245,P1023,P1033,P1439"
TXN82524,"P1228,P1212,P1193"
TXN82525,"P1251,P1029,P1499"
TXN82526,"P1495,P1175,P1088"
TXN82527,"P1055,P1061,P1072"
TXN82528,"P1253,P1024,P1038"
TXN82529,"P1225,P1207,P1194,P1493"
TXN82530,"P1303,P1331,P1312"
TXN82531,"P1305,P1336,P1412"
TXN82532,"P1057,P1082,P1102"
TXN82533,"P1031,P1007,P1033"
TXN82534,"P1055,P1065,P1071"
TXN82535,"P1007,P1070,P1236"
TXN82536,"P1293,P1325,P1391"
TXN82537,"P1247,P1021,P1045,P1301"
TXN82538,"P1026,P1014,P1033"
TXN82539,"P1055,P1081,P1106,P1113"
TXN82540,"P1500,P1081,P1106"
TXN82541,"P1306,P1326,P1321"
TXN82542,"P1339,P1359,P1376"
TXN82543,"P1052,P1066,P1078,P1049"
TXN82544,"P1254,P1030,P1043"
TXN82545,"P1199,P1182,P1481"
TXN82546,"P1243,P1025,P1047"
TXN82547,"P1274,P1027,P1041"
TXN82548,"P1220,P1217,P1190"
TXN82549,"P1165,P1016"
TXN82550,"P1301,P1333"
TXN82551,"P1222,P1216,P1191"
TXN82552,"P1003,P1077,P1239"
TXN82553,"P1002,P1076,P1242"
TXN82554,"P1105,P1096,P1087"
TXN82555,"P1050,P1064,P1078"
TXN82556,"P1160,P1011,P1420"
TXN82557,"P1010,P1074,P1239"
TXN82558,"P1029,P1006,P1045"
TXN82559,"P1275,P1023,P1499"
TXN82560,"P1053,P1087,P1113,P1345"
TXN82561,"P1203,P1171,P1115"
TXN82562,"P1306,P1335"
TXN82563,"P1341,P1359,P1378"
TXN82564,"P1276,P1029,P1036,P1148"
TXN82565,"P1017,P1011,P1035"
TXN82566,"P1263,P1020,P1127"
TXN82567,"P1484,P1080,P1103"
TXN82568,"P1049,P1086,P1099"
TXN82569,"P1249,P1029,P1034"
TXN82570,"P1020,P1002,P1047,P1106"
TXN82571,"P1114,P1091,P1088,P1127"
TXN82572,"P1057,P1088,P1106,P1187"
TXN82573,"P1278,P1494,P1046"
TXN82574,"P1484,P1083,P1113"
TXN82575,"P1100,P1092,P1084"
TXN82576,"P1018,P1014,P1048"
TXN82577,"P1461,P1226"
TXN82578,"P1057,P1088,P1112,P1458"
TXN82579,"P1297,P1333,P1318"
TXN82580,"P1500,P1086,P1099"
TXN82581,"P1306,P1337"
TXN82582,"P1458,P1230"
TXN82583,"P1050,P1061,P1072"
TXN82584,"P1050,P1064,P1074"
TXN82585,"P1164,P1002"
TXN82586,"P1484,P1084,P1113"
TXN82587,"P1484,P1079,P1110"
TXN82588,"P1103,P1090,P1087"
TXN82589,"P1354,P1362"
TXN82590,"P1107,P1093,P1083,P1042"
TXN82591,"P1302,P1329,P1310"
TXN82592,"P1050,P1063,P1070"
TXN82593,"P1108,P1096,P1079"
